district_code,district_name,gu_name,dong_name,industry,year,quarter,lat,lng,pop_total,households,age_20_30_ratio,age_40_50_ratio,workplace_pop,resident_pop,foot_traffic_daily,foot_traffic_lunch,foot_traffic_dinner,dwell_time_avg,foot_traffic_3yr_growth,card_sales_avg,industry_spend_ratio,avg_ticket_size,competitor_count_100m,competitor_count_500m,openings_1yr,closures_1yr,competitor_density,avg_operating_months,rent_per_m2,vacancy_rate,building_age,transit_passengers_daily,data_quality_score,monthly_revenue_actual,target_monthly_revenue,target_success_label,target_closure_risk
100087,강남구 동8가 상권,강남구,강남구 동8가,미용/뷰티,2023,Q2,37.543135,126.992207,29116,12829,0.3048,0.45,29092,19144,100626,34458,42213,61.2,-0.0361,52459.0,0.214,16342.0,7,49,4,0,1.089,75.7,36622.0,0.0386,6.8,43545,0.879,49927032.0,4992.7,0,0
100088,강남구 동8가 상권,강남구,강남구 동8가,병의원/클리닉,2024,Q4,37.476614,126.971726,19352,7466,0.2089,0.3791,6965,16986,23518,7652,10003,50.4,-0.0058,64852.0,0.209,19884.0,9,97,3,1,2.156,50.2,69553.0,0.0725,14.1,87605,0.962,23779184.0,2377.9,0,2
100089,강남구 동8가 상권,강남구,강남구 동8가,미용/뷰티,2022,Q1,37.540959,126.950413,31758,13798,0.3013,0.3586,48108,26319,87400,32058,33435,55.6,-0.1665,62166.0,0.385,20157.0,8,84,0,1,1.867,68.8,27476.0,0.0367,18.6,220205,0.858,56942267.0,5694.2,0,1
100090,강남구 동8가 상권,강남구,강남구 동8가,카페/디저트,2022,Q4,37.533704,127.018889,29261,13393,0.344,0.2653,9269,20790,33666,11449,13387,38.7,-0.0597,39166.0,0.298,12389.0,5,54,6,2,1.2,53.7,76648.0,0.0212,5.0,5232,0.947,23680718.0,2368.1,0,2
100091,강남구 동8가 상권,강남구,강남구 동8가,소매/패션,2025,Q1,37.518897,127.14127,23390,9812,0.2235,0.2923,59355,15860,57935,15563,19542,59.8,-0.0639,39987.0,0.195,12192.0,4,42,2,2,0.933,48.1,72493.0,0.0838,22.1,109506,0.98,47980456.0,4798.0,0,2
100092,강남구 동8가 상권,강남구,강남구 동8가,병의원/클리닉,2022,Q2,37.454438,126.962819,17748,7203,0.2836,0.3432,13395,12647,24836,5969,9845,37.6,0.0707,80325.0,0.35,24203.0,8,66,0,0,1.467,38.9,78077.0,0.0767,32.9,21855,0.969,38446125.0,3844.6,0,1
100093,강남구 동8가 상권,강남구,강남구 동8가,병의원/클리닉,2024,Q4,37.540272,126.974798,26367,10144,0.1858,0.3308,81607,21320,106740,26242,44958,36.4,0.1545,40199.0,0.316,24957.0,11,61,6,3,1.356,-6.9,38930.0,0.0354,17.8,9555,0.973,125091238.0,12509.1,1,0
100094,강남구 동8가 상권,강남구,강남구 동8가,카페/디저트,2025,Q3,37.478279,126.867623,17217,7529,0.2795,0.2651,27682,12412,93732,28836,27507,77.9,-0.1021,48606.0,0.42,10263.0,11,105,5,3,2.333,47.6,66703.0,0.0652,29.2,2576,0.934,39802928.0,3980.3,0,2
100095,강남구 동8가 상권,강남구,강남구 동8가,소매/패션,2022,Q4,37.523108,127.042273,24799,9989,0.2987,0.3815,23288,18890,68416,24527,29557,72.3,-0.0622,46699.0,0.16,15564.0,8,37,1,2,0.822,59.9,108675.0,0.0215,13.7,51737,0.952,43350487.0,4335.0,0,1
100096,강남구 동8가 상권,강남구,강남구 동8가,소매/패션,2024,Q4,37.519685,127.149819,20316,8405,0.4466,0.203,10821,17100,47351,16854,16248,70.4,0.1716,82115.0,0.314,23010.0,12,75,3,0,1.667,34.7,28350.0,0.01,13.0,14773,0.979,26823866.0,2682.4,0,0
100097,강남구 동9가 상권,강남구,강남구 동9가,음식점/식당,2024,Q3,37.512889,127.048678,15128,6043,0.2692,0.3174,3083,12209,19351,6293,6931,83.1,0.0121,69238.0,0.346,12674.0,5,52,3,1,1.156,49.5,102177.0,0.0322,10.6,33564,0.963,27272220.0,2727.2,0,1
100098,강남구 동9가 상권,강남구,강남구 동9가,소매/패션,2023,Q4,37.599022,126.992409,26542,11398,0.2423,0.3649,10831,23045,35894,12886,10712,74.2,0.1175,27622.0,0.347,16891.0,5,53,2,0,1.178,19.0,59773.0,0.0196,26.1,30221,0.925,15332450.0,1533.2,0,1
100099,강남구 동9가 상권,강남구,강남구 동9가,병의원/클리닉,2023,Q1,37.569999,127.060667,22752,11031,0.2363,0.2843,3341,15107,16896,6346,5233,69.7,0.034,35667.0,0.171,18393.0,2,14,4,1,0.311,29.4,26886.0,0.0925,5.5,22281,0.877,28819848.0,2882.0,0,2
100100,강남구 동9가 상권,강남구,강남구 동9가,카페/디저트,2024,Q2,37.511728,127.003887,23094,11189,0.3627,0.2857,39053,15277,130726,48505,47783,72.5,0.0401,67721.0,0.188,16301.0,9,67,1,0,1.489,28.7,17714.0,0.022,9.1,57631,0.874,58747362.0,5874.7,1,0
100101,강남구 동9가 상권,강남구,강남구 동9가,미용/뷰티,2026,Q4,37.530382,126.984067,15140,5862,0.2137,0.3575,16136,11269,36482,11797,13103,70.1,0.1003,61023.0,0.291,16802.0,11,51,2,0,1.133,43.9,44095.0,0.01,33.8,22034,0.869,13089329.0,1308.9,0,0
100102,강남구 동9가 상권,강남구,강남구 동9가,음식점/식당,2025,Q3,37.640459,127.091465,6524,2580,0.3715,0.15,925,5075,5574,1346,2295,39.6,-0.0502,45977.0,0.207,12495.0,9,69,4,3,1.533,61.4,72085.0,0.0632,33.5,37563,0.895,17888867.0,1788.9,0,2
100103,강남구 동9가 상권,강남구,강남구 동9가,음식점/식당,2025,Q4,37.564074,127.096196,21755,9383,0.1909,0.2953,9348,14756,23577,8740,6784,80.4,0.0309,44331.0,0.275,16252.0,11,110,1,0,2.444,40.4,78748.0,0.0735,2.6,1462,0.967,23359850.0,2336.0,0,2
100104,강남구 동9가 상권,강남구,강남구 동9가,소매/패션,2023,Q2,37.515265,127.010014,24691,11295,0.2408,0.2788,17207,18816,51823,12593,18195,33.1,-0.0533,39415.0,0.401,11371.0,7,54,3,1,1.2,74.0,76421.0,0.0736,26.2,25917,0.857,32723165.0,3272.3,0,2
100105,강남구 동9가 상권,강남구,강남구 동9가,카페/디저트,2026,Q1,37.636528,126.918048,17847,8182,0.2983,0.2982,31730,12559,33766,12670,9786,79.2,0.2552,51751.0,0.379,11084.0,11,112,1,1,2.489,55.9,92098.0,0.0805,13.6,54392,0.902,29886974.0,2988.7,0,2
100106,강남구 동9가 상권,강남구,강남구 동9가,병의원/클리닉,2025,Q3,37.471244,126.881649,11249,4623,0.341,0.3934,27492,9791,32790,9331,10572,65.9,0.1305,49081.0,0.189,21532.0,7,72,2,0,1.6,31.4,77334.0,0.031,17.1,93095,0.85,64438177.0,6443.8,1,0
100107,강남구 동9가 상권,강남구,강남구 동9가,미용/뷰티,2024,Q2,37.61926,126.950161,25624,10622,0.2804,0.2645,5615,21789,29051,6930,10518,41.3,0.0632,45695.0,0.153,17467.0,2,12,5,1,0.267,61.4,74394.0,0.0354,12.1,12825,0.908,19235268.0,1923.5,0,1
100108,강남구 동9가 상권,강남구,강남구 동9가,카페/디저트,2023,Q3,37.646396,127.002742,6831,2726,0.433,0.2847,5368,5783,8858,2226,3730,49.6,0.1391,54939.0,0.2,17835.0,7,62,2,2,1.378,35.8,105784.0,0.0449,26.2,19179,0.981,21664754.0,2166.5,0,2
100109,강남구 동10가 상권,강남구,강남구 동10가,소매/패션,2025,Q2,37.53662,127.097881,22172,8534,0.4595,0.3042,11293,18945,45600,11665,15622,22.3,0.2917,42991.0,0.203,20072.0,9,46,1,4,1.022,65.9,79879.0,0.1149,36.0,9939,0.887,33630186.0,3363.0,0,2
100110,강남구 동10가 상권,강남구,강남구 동10가,병의원/클리닉,2026,Q3,37.649013,126.925038,24401,9663,0.3209,0.2483,68,17429,14688,5488,5651,77.0,0.1216,39474.0,0.339,18950.0,4,17,4,1,0.378,53.4,59208.0,0.0782,31.2,15458,0.853,25679628.0,2568.0,0,2
100111,강남구 동10가 상권,강남구,강남구 동10가,음식점/식당,2026,Q2,37.510582,126.897255,26064,12037,0.2423,0.3125,76887,18284,186557,55498,58380,23.6,0.0212,21857.0,0.414,15321.0,8,60,0,1,1.333,33.2,28445.0,0.0403,29.9,251098,0.863,101433075.0,10143.3,1,0
100112,강남구 동10가 상권,강남구,강남구 동10가,음식점/식당,2023,Q2,37.577536,127.006044,18369,7657,0.3424,0.2694,32809,14710,38552,12348,13873,32.2,-0.0133,70180.0,0.236,20297.0,9,95,4,1,2.111,36.2,50404.0,0.0869,14.7,15688,0.985,45794577.0,4579.5,0,2
100113,강남구 동10가 상권,강남구,강남구 동10가,소매/패션,2022,Q1,37.607476,127.006874,25991,11146,0.4562,0.3487,29222,17661,91910,27914,32384,82.0,0.0465,58999.0,0.284,10848.0,4,34,5,2,0.756,51.4,98801.0,0.039,8.9,2228,0.97,62050621.0,6205.1,1,1
100114,강남구 동10가 상권,강남구,강남구 동10가,음식점/식당,2022,Q3,37.509224,126.970331,31971,12573,0.3736,0.2803,11808,27822,36668,12882,13591,66.4,-0.0534,36854.0,0.299,19006.0,2,11,3,2,0.244,37.0,79822.0,0.0379,18.2,135044,0.856,41700904.0,4170.1,0,1
100115,강남구 동10가 상권,강남구,강남구 동10가,소매/패션,2022,Q3,37.567591,127.031124,28667,12220,0.4173,0.4171,3430,20473,19942,4784,7035,38.6,-0.0473,25737.0,0.399,19921.0,7,63,2,2,1.4,36.3,90993.0,0.0505,8.1,82242,0.979,20754351.0,2075.4,0,2
100116,강남구 동10가 상권,강남구,강남구 동10가,소매/패션,2023,Q1,37.643454,127.117092,18464,7691,0.3441,0.237,11365,15557,32651,9471,11014,84.8,0.0731,45701.0,0.4,20608.0,8,76,4,1,1.689,53.9,49399.0,0.1141,5.4,77875,0.863,16888548.0,1688.9,0,2
100117,강남구 동10가 상권,강남구,강남구 동10가,카페/디저트,2023,Q4,37.508749,126.926747,23109,10159,0.2035,0.2802,50463,19688,144218,47404,48531,50.4,-0.0335,25069.0,0.292,14397.0,8,41,5,3,0.911,52.7,66528.0,0.0511,21.1,30373,0.883,63357599.0,6335.8,1,2
100118,강남구 동10가 상권,강남구,강남구 동10가,병의원/클리닉,2024,Q4,37.562382,126.908666,12136,5264,0.3499,0.3127,3013,8037,11870,3894,5072,25.5,-0.0336,46217.0,0.309,25198.0,2,14,2,2,0.311,49.2,67478.0,0.0755,20.2,4786,0.928,38168833.0,3816.9,0,2
100119,강남구 동10가 상권,강남구,강남구 동10가,미용/뷰티,2022,Q3,37.631515,127.016945,22283,9139,0.3927,0.2827,5477,18186,25868,7589,8357,24.2,0.0242,48164.0,0.381,14941.0,4,18,1,2,0.4,30.6,31946.0,0.0506,14.2,588,0.965,20670429.0,2067.0,0,2
100120,강남구 동10가 상권,강남구,강남구 동10가,소매/패션,2026,Q4,37.625184,126.874757,19602,9211,0.12,0.4385,22589,15330,45034,14625,16221,79.9,-0.2077,24628.0,0.272,10802.0,9,51,5,0,1.133,46.4,85431.0,0.0355,12.7,108511,0.973,25327273.0,2532.7,0,0
100121,강남구 동11가 상권,강남구,강남구 동11가,미용/뷰티,2026,Q3,37.585735,127.033148,16652,7491,0.3576,0.4015,39437,12394,90284,29345,25997,51.0,0.01,35763.0,0.373,14152.0,11,77,4,0,1.711,35.5,62182.0,0.0893,36.6,269,0.902,50729743.0,5073.0,0,1
100122,강남구 동11가 상권,강남구,강남구 동11가,미용/뷰티,2023,Q4,37.500236,126.958122,26448,10716,0.3008,0.3061,83771,19540,162752,59474,68390,53.9,0.0706,47164.0,0.362,11689.0,2,15,2,4,0.333,68.7,18720.0,0.0636,11.5,46231,0.977,88762342.0,8876.2,1,2
100123,강남구 동11가 상권,강남구,강남구 동11가,카페/디저트,2022,Q1,37.471646,127.006492,25569,11892,0.3842,0.337,72958,17982,105572,39142,34943,53.4,0.3333,40895.0,0.269,10602.0,14,63,1,0,1.4,48.5,15000.0,0.01,36.9,2667,0.904,60810839.0,6081.1,1,0
100124,강남구 동11가 상권,강남구,강남구 동11가,음식점/식당,2022,Q3,37.477793,126.936211,16812,7398,0.3381,0.2979,23366,13019,56037,14258,18953,68.3,0.0534,55727.0,0.204,14308.0,7,75,6,1,1.667,21.8,92144.0,0.01,26.8,57706,0.947,57287249.0,5728.7,1,0
100125,강남구 동11가 상권,강남구,강남구 동11가,미용/뷰티,2023,Q4,37.472534,127.043388,25103,10866,0.2719,0.3562,15383,21100,34158,10517,11819,20.0,0.1845,49589.0,0.169,18011.0,9,36,3,2,0.8,52.9,25783.0,0.0556,21.6,23415,0.875,15694175.0,1569.4,0,2
100126,강남구 동11가 상권,강남구,강남구 동11가,미용/뷰티,2024,Q2,37.553286,127.008148,24641,11554,0.446,0.3676,18575,20882,36564,12938,14904,28.1,0.0826,54602.0,0.411,17797.0,7,28,7,3,0.622,35.4,90469.0,0.0555,26.9,72613,0.898,37607221.0,3760.7,0,2
100127,강남구 동11가 상권,강남구,강남구 동11가,카페/디저트,2022,Q1,37.614489,126.858382,22103,8707,0.3221,0.2545,73839,15078,108202,39551,36308,74.2,0.0181,48448.0,0.265,13794.0,4,42,4,4,0.933,62.2,20894.0,0.0222,30.9,81090,0.874,69304004.0,6930.4,1,2
100128,강남구 동11가 상권,강남구,강남구 동11가,카페/디저트,2023,Q3,37.620517,126.887808,19378,9446,0.35,0.3047,29745,15369,43067,12718,15521,79.5,0.1208,45412.0,0.259,11696.0,14,148,0,2,3.289,44.0,71019.0,0.0576,11.5,46248,0.883,27416296.0,2741.6,0,2
100129,강남구 동11가 상권,강남구,강남구 동11가,병의원/클리닉,2024,Q1,37.617386,127.091859,11062,5303,0.2367,0.1891,2349,7336,10479,3421,3614,60.7,-0.0711,47456.0,0.213,22885.0,11,111,4,0,2.467,58.4,75266.0,0.0767,31.9,69856,0.962,12514760.0,1251.5,0,2
100130,강남구 동11가 상권,강남구,강남구 동11가,카페/디저트,2023,Q1,37.567883,126.91091,29559,14401,0.2639,0.2884,2440,21558,21154,7014,7439,57.4,-0.036,34549.0,0.28,16535.0,11,50,4,1,1.111,43.6,55137.0,0.01,23.6,7300,0.887,12241496.0,1224.1,0,1
100131,강남구 동11가 상권,강남구,강남구 동11가,미용/뷰티,2026,Q4,37.647798,127.021439,28346,10951,0.12,0.3258,103199,19231,195443,56146,78998,46.1,0.103,46658.0,0.238,18183.0,11,93,2,2,2.067,37.0,47923.0,0.103,33.7,169669,0.887,105653105.0,10565.3,1,1
100132,강남구 동11가 상권,강남구,강남구 동11가,음식점/식당,2023,Q3,37.601638,126.871478,30573,12994,0.3329,0.3228,40385,20413,60891,20521,20370,52.1,0.0809,44563.0,0.222,19970.0,7,55,3,3,1.222,32.7,35091.0,0.09,13.5,25381,0.884,38281692.0,3828.2,0,2
100133,강남구 동12가 상권,강남구,강남구 동12가,미용/뷰티,2023,Q1,37.56707,126.886173,16741,7047,0.3685,0.2245,34775,13511,93355,31673,29175,64.1,0.0713,51986.0,0.17,12407.0,7,64,2,2,1.422,36.9,99636.0,0.0579,27.2,130713,0.939,52490263.0,5249.0,1,2
100134,강남구 동12가 상권,강남구,강남구 동12가,카페/디저트,2022,Q2,37.477829,127.049254,24199,10836,0.2051,0.3444,9167,18933,34623,11513,11879,27.4,0.1629,42027.0,0.321,14589.0,7,46,3,2,1.022,19.7,55926.0,0.076,28.0,10910,0.933,17637061.0,1763.7,0,2
100135,강남구 동12가 상권,강남구,강남구 동12가,소매/패션,2025,Q4,37.56677,127.050155,39637,15510,0.3366,0.4499,4612,32090,32569,9916,9882,83.8,0.0084,14218.0,0.255,14645.0,5,31,2,4,0.689,13.6,87056.0,0.0978,36.0,10674,0.871,26973601.0,2697.4,0,2
100136,강남구 동12가 상권,강남구,강남구 동12가,음식점/식당,2026,Q3,37.636844,126.862551,21197,8721,0.3738,0.3111,19054,14383,42884,15448,12209,27.3,0.2165,47382.0,0.328,13847.0,9,86,5,1,1.911,40.5,46372.0,0.0244,16.1,842,0.934,45504433.0,4550.4,0,1
100137,강남구 동12가 상권,강남구,강남구 동12가,병의원/클리닉,2022,Q1,37.501552,127.012318,22314,10127,0.3801,0.3096,27029,15322,47524,14279,15400,30.0,0.2528,18187.0,0.296,27156.0,7,41,2,5,0.911,26.3,92825.0,0.0561,3.8,75918,0.969,76658900.0,7665.9,1,2
100138,강남구 동12가 상권,강남구,강남구 동12가,병의원/클리닉,2025,Q4,37.611743,127.112666,7144,3164,0.2864,0.2938,24349,6236,71602,17572,27124,46.6,0.0168,32391.0,0.301,12419.0,7,30,1,2,0.667,58.7,55374.0,0.0611,27.8,115988,0.878,71794443.0,7179.4,1,1
100139,강남구 동12가 상권,강남구,강남구 동12가,병의원/클리닉,2023,Q3,37.480126,126.889455,25980,12678,0.3093,0.2856,49761,16926,123215,32382,40326,49.6,0.1384,59383.0,0.233,14473.0,8,32,6,1,0.711,42.1,90106.0,0.0376,21.8,34706,0.913,129707265.0,12970.7,1,0
100140,강남구 동12가 상권,강남구,강남구 동12가,음식점/식당,2023,Q4,37.501521,126.902643,12358,6055,0.3547,0.3441,135287,9124,185867,51996,52357,79.1,0.0972,49069.0,0.36,16064.0,9,80,4,5,1.778,38.1,65431.0,0.0209,10.6,4508,0.948,152912790.0,15291.3,1,0
100141,강남구 동12가 상권,강남구,강남구 동12가,음식점/식당,2024,Q4,37.479042,127.130536,27083,10842,0.257,0.2822,10638,22990,47331,13511,14812,82.4,0.0179,30970.0,0.152,21891.0,8,83,5,3,1.844,28.8,87892.0,0.0412,4.8,9327,0.959,40915093.0,4091.5,0,2
100142,강남구 동12가 상권,강남구,강남구 동12가,미용/뷰티,2024,Q3,37.622193,126.951976,24235,11276,0.2748,0.32,17343,19311,64256,14947,22365,39.4,0.1886,30042.0,0.267,17460.0,8,36,3,4,0.8,78.9,67282.0,0.0492,35.0,16760,0.889,28579971.0,2858.0,0,2
100143,강남구 동12가 상권,강남구,강남구 동12가,미용/뷰티,2022,Q1,37.496463,126.988926,25546,12019,0.3219,0.3245,33302,17922,54280,18083,23187,32.2,-0.1152,24501.0,0.315,11483.0,4,27,1,1,0.6,47.3,55972.0,0.0757,8.6,31849,0.978,41289705.0,4129.0,0,1
100144,강남구 동12가 상권,강남구,강남구 동12가,소매/패션,2024,Q1,37.461983,126.897602,22650,10693,0.313,0.2894,9678,19677,32323,11324,10406,72.5,0.0967,44448.0,0.405,15303.0,14,95,5,1,2.111,12.8,88677.0,0.0869,6.3,79991,0.86,20962204.0,2096.2,0,2
100145,강남구 동13가 상권,강남구,강남구 동13가,음식점/식당,2023,Q4,37.57494,127.116336,14580,5786,0.386,0.3824,71750,11946,155158,35261,58944,63.2,0.2352,44657.0,0.31,14897.0,5,28,5,1,0.622,65.6,114702.0,0.0476,4.6,28288,0.93,115583846.0,11558.4,1,0
100146,강남구 동13가 상권,강남구,강남구 동13가,음식점/식당,2023,Q2,37.585778,127.093759,19462,9517,0.4411,0.3712,330,13262,11399,2712,3429,58.2,0.0338,33361.0,0.34,22479.0,9,81,2,1,1.8,51.1,43754.0,0.0609,36.2,46453,0.961,18121330.0,1812.1,0,2
100147,강남구 동13가 상권,강남구,강남구 동13가,미용/뷰티,2025,Q3,37.526197,126.935317,12786,5997,0.2714,0.2729,60313,9126,114412,36453,33604,30.5,0.158,40393.0,0.226,12034.0,12,48,5,3,1.067,56.4,70872.0,0.0558,3.9,8674,0.968,67446455.0,6744.6,1,2
100148,강남구 동13가 상권,강남구,강남구 동13가,소매/패션,2023,Q4,37.502147,127.005246,9057,3922,0.405,0.395,23884,6656,71099,18766,30012,38.5,-0.0917,27037.0,0.296,16207.0,8,42,5,2,0.933,63.6,44945.0,0.049,3.3,5564,0.94,44158180.0,4415.8,0,2
100149,강남구 동13가 상권,강남구,강남구 동13가,병의원/클리닉,2022,Q4,37.572224,127.140858,28426,12382,0.3073,0.2304,57374,19571,91554,34261,37129,67.5,-0.0027,61414.0,0.333,17944.0,5,33,4,0,0.733,-2.1,54303.0,0.057,27.9,35396,0.969,127813343.0,12781.3,1,0
100150,강남구 동13가 상권,강남구,강남구 동13가,병의원/클리닉,2022,Q3,37.534627,127.047273,24406,10701,0.3901,0.2464,29540,19656,92122,27457,37056,42.1,0.0768,57239.0,0.161,27234.0,5,42,3,2,0.933,34.8,37242.0,0.0103,24.7,69977,0.962,98436447.0,9843.6,1,0
100151,강남구 동13가 상권,강남구,강남구 동13가,음식점/식당,2022,Q3,37.563855,126.93009,17003,7491,0.3766,0.365,5012,14574,24392,5784,9055,46.3,0.1089,51117.0,0.352,16358.0,12,89,2,2,1.978,27.3,52768.0,0.0438,18.8,171089,0.855,17008139.0,1700.8,0,2
100152,강남구 동13가 상권,강남구,강남구 동13가,소매/패션,2024,Q4,37.595295,126.892205,18738,8696,0.3207,0.2146,44558,16327,64345,16508,21492,62.8,0.1634,60066.0,0.193,17633.0,12,59,5,4,1.311,40.7,61713.0,0.0409,30.8,51137,0.89,49326765.0,4932.7,1,2
100153,강남구 동13가 상권,강남구,강남구 동13가,음식점/식당,2022,Q1,37.563984,127.033418,13702,6586,0.2113,0.3449,14639,9522,45014,11393,15744,73.9,-0.0054,52268.0,0.328,22590.0,7,65,1,3,1.444,28.8,74569.0,0.1157,36.3,16244,0.933,38755178.0,3875.5,0,2
100154,강남구 동13가 상권,강남구,강남구 동13가,병의원/클리닉,2025,Q4,37.582623,127.034909,28340,10948,0.2075,0.2818,19776,20636,57798,15663,25103,39.0,0.0566,59295.0,0.242,19611.0,8,73,3,2,1.622,23.9,15000.0,0.01,25.4,21149,0.904,68980627.0,6898.1,1,1
100155,강남구 동13가 상권,강남구,강남구 동13가,카페/디저트,2022,Q3,37.480174,127.116306,24383,9819,0.2296,0.3105,69799,17121,98777,30198,35815,50.3,-0.0179,41073.0,0.352,18836.0,7,56,2,2,1.244,31.6,90675.0,0.0714,33.0,15050,0.984,68647747.0,6864.8,1,1
100156,강남구 동13가 상권,강남구,강남구 동13가,음식점/식당,2022,Q1,37.516496,127.035437,27635,11701,0.3268,0.2761,22323,23078,51283,14459,16942,32.7,0.2542,19806.0,0.365,13359.0,2,11,1,3,0.244,28.5,68643.0,0.01,4.6,10734,0.919,54538208.0,5453.8,1,1
100157,강동구 동1가 상권,강동구,강동구 동1가,미용/뷰티,2026,Q4,37.464576,126.916502,32631,12912,0.4661,0.2771,390,22055,13123,3958,4056,39.4,-0.0433,50246.0,0.393,22930.0,5,37,3,2,0.822,54.7,35816.0,0.033,23.4,35489,0.968,20545407.0,2054.5,0,2
100158,강동구 동1가 상권,강동구,강동구 동1가,소매/패션,2025,Q4,37.486439,126.991943,21994,10065,0.2896,0.3204,26755,15020,59843,22634,23652,43.7,-0.082,17000.0,0.248,20225.0,7,64,2,3,1.422,56.9,47002.0,0.0351,33.2,6733,0.951,35237808.0,3523.8,0,2
100159,강동구 동1가 상권,강동구,강동구 동1가,소매/패션,2026,Q4,37.624659,126.984934,4654,2150,0.3387,0.3059,30731,3221,58514,19047,20440,79.1,-0.1726,42169.0,0.163,11097.0,2,10,3,2,0.222,38.7,47869.0,0.1068,28.7,68065,0.962,41889432.0,4188.9,0,2
100160,강동구 동1가 상권,강동구,강동구 동1가,미용/뷰티,2024,Q2,37.568034,126.964393,17460,6846,0.3716,0.2743,13283,13412,14799,4865,6049,47.6,0.1346,31970.0,0.409,11145.0,4,21,4,2,0.467,30.6,33668.0,0.01,25.3,68684,0.909,24621094.0,2462.1,0,1
100161,강동구 동1가 상권,강동구,강동구 동1가,미용/뷰티,2026,Q3,37.456255,127.077492,19844,9077,0.3582,0.3046,10042,16894,18872,4645,7863,53.7,-0.137,27391.0,0.297,14604.0,5,20,1,3,0.444,18.8,16040.0,0.0483,32.9,7041,0.873,18846509.0,1884.7,0,2
100162,강동구 동1가 상권,강동구,강동구 동1가,미용/뷰티,2024,Q1,37.574395,126.986607,20242,9138,0.3846,0.1984,12422,14514,28541,7823,10475,79.1,0.0339,21185.0,0.208,15567.0,6,54,6,3,1.2,18.4,40935.0,0.1185,8.4,44530,0.855,17671475.0,1767.1,0,2
100163,강동구 동1가 상권,강동구,강동구 동1가,병의원/클리닉,2024,Q3,37.461441,127.119977,22767,10175,0.3309,0.3577,16945,19237,20179,6084,7529,46.2,0.0845,13269.0,0.177,16399.0,8,55,4,1,1.222,30.8,36512.0,0.0853,35.7,52861,0.852,47827065.0,4782.7,0,2
100164,강동구 동1가 상권,강동구,강동구 동1가,미용/뷰티,2026,Q3,37.638655,126.857902,31338,14629,0.4017,0.3249,19682,22361,30483,8574,10215,42.9,0.1542,38250.0,0.414,16587.0,5,52,3,3,1.156,61.5,67993.0,0.0431,16.1,17933,0.86,34084523.0,3408.5,0,2
100165,강동구 동1가 상권,강동구,강동구 동1가,병의원/클리닉,2026,Q1,37.638247,127.021357,14379,7086,0.3507,0.3144,5458,11867,12371,3882,4089,26.7,0.0721,35840.0,0.256,19358.0,4,19,1,1,0.422,27.6,72357.0,0.0674,6.7,6941,0.942,42596815.0,4259.7,0,1
100166,강동구 동1가 상권,강동구,강동구 동1가,음식점/식당,2023,Q3,37.533357,126.895248,32061,14743,0.2784,0.2925,24061,26836,58387,13530,18711,54.0,-0.1399,40162.0,0.319,18788.0,7,30,1,1,0.667,31.9,29839.0,0.0427,5.8,20580,0.864,36929685.0,3693.0,0,1
